gene,pu_score,rank_pctile,rank,drug_status,pu_role,furthest_stage,crossdonor_confidence,crossdonor_correlation_mean,lof.oe_ci.upper,mis.z_score,IEI,gwas_score,expected_n_regulators_residuals,zscore_Th1,zscore_Th2,zscore_Th17,zscore_Treg,polar_coef_rank_Rest,polar_coef_rank_Stim8hr,polar_coef_rank_Stim48hr,polar_rank_range,reg_burden_sig_Rest,reg_burden_sig_Stim8hr,reg_burden_sig_Stim48hr,n_sig_regulated_cytokines_Rest,n_sig_regulated_cytokines_Stim8hr,n_sig_regulated_cytokines_Stim48hr,n_sig_regulated_cytokine_receptors_Rest,n_sig_regulated_cytokine_receptors_Stim8hr,n_sig_regulated_cytokine_receptors_Stim48hr,has_cytokine
ARHGEF9,0.8323361715301871,0.9641062455132808,701,non-target,unlabeled,,,,0.152,4.13,0,0.0,22.74884417764557,,,-7.5058085093241935,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
C2,0.8322926343385898,0.9640549687211568,702,non-target,unlabeled,,,,0.925,2.07,1,0.0,,,,,,,,,,,,,,,,,,,0
ARHGAP35,0.8321959914894879,0.9640036919290328,703,non-target,unlabeled,,,,0.208,6.02,0,0.0,-9.486673605158993,-0.3258956535016448,-0.2156517957289158,,-2.771124224115026,,,,,0.0,0.0,0.0,,,,,,,0
ZC3H11B,0.8321490771308238,0.963952415136909,704,non-target,unlabeled,,,,0.228,9.31,0,0.495162,,,,,,,,,,,,,,,,,,,0
DOCK7,0.8319884884839106,0.9639011383447852,705,non-target,unlabeled,,,,0.586,4.41,0,0.392645,33.48074894981017,-0.4475332120567456,0.6707703507494475,3.5316610097439303,2.017627707162332,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ZNF341,0.8319697991164043,0.9638498615526612,706,non-target,unlabeled,,,,0.747,2.13,1,0.0,,,,,,,,,,,,,,,,,,,0
CD3G,0.8317336100339889,0.9637985847605374,707,approved,P,Approved,0.6415741246873402,0.6415741246873402,1.19,-0.0305,1,0.0,23.2243967254453,-0.7008580051598872,0.2666734193768838,1.4684083198822142,1.16251080926544,0.0469116497263487,0.1454406520631686,0.094240837696335,0.0985290023368199,0.0,0.0,0.0,0.0,17.0,8.0,0.0,30.0,16.0,1
KPNA3,0.8313882721930134,0.9637473079684136,708,non-target,unlabeled,,,,0.28,4.43,0,0.073626,38.786308567076965,0.3440443810951566,-1.700047762233628,-0.845783959222094,-4.546954164263539,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NCKAP1,0.8312102734130256,0.9636960311762895,709,non-target,unlabeled,,,,0.2,4.86,0,0.0,43.76206455173193,-0.021408508807054,-1.0789753689513353,0.7479128530763441,3.5115024584848284,0.9212926765702372,0.8764645950076414,0.931151832460733,0.0546872374530915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
CYBB,0.8310923946626259,0.9636447543841656,710,non-target,unlabeled,,,,0.226,2.5,1,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
EIF4A3,0.8310496192898242,0.9635934775920418,711,non-target,unlabeled,,,,0.0853,5.86,0,0.0,,-0.5241638728126047,-0.0282111229528485,,-3.9537169246737904,,,,,,,,,,,,,,0
RIGI,0.8310041858922297,0.963542200799918,712,non-target,unlabeled,,,,1.07,1.39,0,0.842653,49.92185159769257,-0.2728692880324124,-2.031304881490621,-2.2680972613935757,8.601726668437905,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CASK,0.8309864415363832,0.963490924007794,713,non-target,unlabeled,,0.2623301575919495,0.2623301575919495,0.11,5.76,0,0.0,12.3278399725164,0.2498009079467665,0.6842641728461496,3.506013693708218,8.59779013181962,0.4933541829554339,0.2964849719816607,0.3913612565445026,0.1968692109737732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SGPL1,0.830944059463927,0.9634396472156702,714,non-target,unlabeled,,,,0.706,2.47,1,0.031441,16.944103922458645,,,1.404181415749111,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
EIF2S1,0.8308250949467499,0.9633883704235464,715,non-target,unlabeled,,,,0.314,4.21,0,0.0,,0.1390695326305575,0.4671869253586301,-2.612963392673525,-0.6286938265229617,,,,,,,,,,,,,,0
HMOX1,0.8307738817400403,0.9633370936314224,716,non-target,unlabeled,,,,1.13,-0.0284,1,0.0,79.04092051006133,1.9932092026848467,-2.486918851867873,3.4282611318850993,1.823694955420073,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CCDC88A,0.830705020725727,0.9632858168392984,717,non-target,unlabeled,,,,0.289,2.7,0,0.0,23.661432580837214,1.9327323019450031,1.2464914525533757,11.580528988166312,13.387203719399082,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SIAH1,0.8305667736092393,0.9632345400471748,718,non-target,unlabeled,,,,0.315,5.35,0,0.0,-3.127012996346658,1.646598214273181,-1.8972035995695673,,3.5886202768130255,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PSMA4,0.8303665602207184,0.9631832632550508,719,approved,P,Approved,,,0.388,3.32,0,0.0,-2.3256590952066083,0.0443029990181217,-0.4922878784964596,-3.3287102055059012,-2.138401616916343,,,,,0.0,0.0,0.0,,,,,,,0
PCNA,0.8302358969971163,0.9631319864629267,720,non-target,unlabeled,,,,0.33,3.83,0,0.08102,11.368151243323837,0.2328836184453413,0.2723563387043219,-1.409982908023269,-1.7843834260184297,,,,,0.0,0.0,0.0,,,,,,,0
ATP2B2,0.8301275396833614,0.963080709670803,721,non-target,unlabeled,,,,0.192,6.94,0,0.47651,,,,,,,,,,,,,,,,,,,0
KCND2,0.8300196820497513,0.9630294328786791,722,approved,P,Approved,,,0.447,5.02,0,0.49268,,,,,,,,,,,,,,,,,,,0
CLTC,0.8297973592874363,0.9629781560865552,723,non-target,unlabeled,,,,0.124,11.7,0,0.0,,-0.4131058490702932,0.8386719724521289,,-5.5983888405727535,,,,,,,,,,,,,,0
RBBP7,0.8297337576442835,0.9629268792944312,724,non-target,unlabeled,,,,0.299,4.07,0,0.0,-18.046049117886383,0.5489356574942684,1.8108255781575255,1.088163076755405,-1.7915746538290942,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ATP13A3,0.8297296470463879,0.9628756025023074,725,non-target,unlabeled,,0.8214509473943159,0.8214509473943159,0.464,3.92,0,0.0,3.484074890628184,0.3105430554464999,-0.082149424048234,-1.672176581251421,-8.633588256123547,0.7127964555642429,0.7106469689251146,0.4759162303664921,0.2368802251977507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MAST4,0.8297034827422123,0.9628243257101836,726,non-target,unlabeled,,,,0.653,1.62,0,0.667185,28.38773250616375,4.022472061952976,-11.466032433151094,9.126281930341474,10.633967103511134,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CD274,0.8296808943152427,0.9627730489180596,727,in trial,trial_heldout,Phase 3,-0.0628686388379061,-0.0628686388379061,0.48,-0.147,1,0.673276,33.12065933987332,0.5508335058988633,-3.6779469656911217,0.3228227851093691,3.2274914628862614,0.3935366171488141,0.2707590422822211,0.4963350785340314,0.2255760362518103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MYH10,0.8296561798391243,0.9627217721259358,728,non-target,unlabeled,,,,0.267,7.42,0,0.0,33.948120027598556,-0.1324408389199779,4.370791546321344,0.2341569631943474,1.2145837916006943,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FERMT1,0.8296009077498662,0.962670495333812,729,non-target,unlabeled,,,,0.872,1.76,1,0.0,,,,0.4477478021510855,,,,,,,,,,,,,,,0
SNX10,0.8294608631591105,0.962619218541688,730,non-target,unlabeled,,,,1.22,0.536,1,0.0,23.195516502799975,-1.1987255085428297,4.255383257169985,-6.306457705920304,-0.334186072274214,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
IQSEC2,0.8292691066409602,0.9625679417495642,731,non-target,unlabeled,,,,0.159,6.75,0,0.0,,-0.0453239316026283,-0.8452764786814686,2.8053764020530862,5.87491139036478,,,,,,,,,,,,,,0
ZNF423,0.8292211017117428,0.9625166649574404,732,non-target,unlabeled,,,,0.203,4.31,0,0.0,,0.075021070400354,1.429877441589392,1.8679910727045437,-1.255115560712597,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
USP15,0.8291018889640188,0.9624653881653163,733,non-target,unlabeled,,,,0.21,4.44,0,0.073683,6.031110157154568,0.3127546878528784,-3.0653805576496715,-3.4792170629900285,2.14127411173669,0.7902006776127183,0.8573611818644932,0.8892670157068063,0.099066338094088,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RNF145,0.8290347200173598,0.9624141113731924,734,non-target,unlabeled,,0.7405927364854098,0.7405927364854098,0.34,5.58,0,0.59689,42.96212530942008,-0.2189321337529345,-4.203476947448289,-2.683515322257947,-3.2992732386334565,0.9220745373990096,0.3214467651553744,0.8329842931937173,0.6006277722436352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ERCC6L2,0.8289631580943384,0.9623628345810686,735,non-target,unlabeled,,0.4551175338223659,0.4551175338223659,0.705,2.94,1,0.0,-1.0376223316784536,-0.4667314978070127,-0.1005268150429711,-0.4289370194691184,-2.4852467017499618,0.7938493614803231,0.9612837493632196,0.56282722513089,0.3984565242323296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CLPB,0.828882366872681,0.9623115577889448,736,non-target,unlabeled,,0.6127753384418697,0.6127753384418697,0.665,1.53,1,0.123715,-1.690472961833433,-0.6559697051173976,1.833962270734767,-1.6639838353196663,1.204747244138866,0.3471462079749804,0.0667345899133978,0.1282722513089005,0.2804116180615826,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1
TNFSF13,0.8286720049381257,0.9622602809968208,737,in trial,trial_heldout,Phase 3,,,0.871,0.553,1,0.0,3.487087431265678,-0.2161704503769155,-1.655854877915376,1.5801956680965583,10.022354599386537,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TET3,0.8285467582089561,0.9622090042046968,738,non-target,unlabeled,,,,0.197,4.24,0,0.677579,-9.434543544529948,-0.2750969760926694,4.426341739680373,1.5043827041664015,1.911055592702294,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
HNRNPUL1,0.8284646416429299,0.9621577274125732,739,non-target,unlabeled,,,,0.202,4.55,0,0.0,-46.47705586880028,1.407203194678288,1.2193068812356445,0.6784608586886601,-2.654450734010746,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LCT,0.8284288497284206,0.9621064506204492,740,non-target,unlabeled,,,,0.62,4.91,0,0.544966,,,,,,,,,,,,,,,,,,,0
TRPM3,0.8283985632325187,0.9620551738283252,741,non-target,unlabeled,,,,0.514,3.98,0,0.578032,,,,,,,,,,,,,,,,,,,0
NEK7,0.8283885078770774,0.9620038970362014,742,non-target,unlabeled,,,,0.599,2.46,0,0.655359,20.52217707307379,-1.6319205919504176,2.471538516296772,-5.141964631468875,1.3761773265921484,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
KLHL15,0.8283718688233854,0.9619526202440776,743,non-target,unlabeled,,,,0.162,5.14,0,0.0,-5.067771885389917,1.7072681456678382,-2.2469992212962,-1.479381089829603,2.8041946325578087,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TAP1,0.8282274725485821,0.9619013434519535,744,non-target,unlabeled,,,,0.882,2.78,1,0.0,5.392821776287889,,,,,0.5504300234558248,0.5494141619969435,0.4801047120418848,0.07032531141394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SF3B4,0.8282019337218012,0.9618500666598296,745,non-target,unlabeled,,,,0.226,5.09,0,0.0,,-0.168156029723656,1.1677034308778629,-0.9098694782480664,0.2935492906290944,,,,,,,,,,,,,,0
SOX2,0.8281853917947749,0.9617987898677058,746,non-target,unlabeled,,,,0.319,3.3,0,0.399612,,2.3107137977727947,-2.915501276078911,6.667790086885336,-2.321785142121892,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
SRPRA,0.828045103834083,0.961747513075582,747,non-target,unlabeled,,,,0.666,1.03,1,0.073984,-3.266836461253083,0.0444299019279466,-0.2450540541788224,,-5.699474684805444,,,,,0.0,0.0,0.0,,,,,,,0
FZD2,0.828019128090296,0.961696236283458,748,non-target,unlabeled,,,,0.695,4.22,0,0.0,,-1.10770208333984,2.166181524452165,5.745673886295459,-1.58793724316846,,,,,,,,,,,,,,0
G6PC3,0.8277979742999029,0.9616449594913342,749,non-target,unlabeled,,,,1.05,1.34,1,0.0,-4.23651618448193,-0.7388373127617709,2.616001787539667,0.9401512055653286,1.4027182166183847,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
ACTR3B,0.8275698933845911,0.9615936826992104,750,non-target,unlabeled,,,,0.245,5.58,0,0.310386,-19.590316774410752,-0.7393006070874802,0.0504300059711631,0.2945041388004678,-1.3878258556317382,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SLIT3,0.8275247254967689,0.9615424059070864,751,non-target,unlabeled,,,,0.452,3.02,0,0.564989,,-1.2287239273728456,2.516248401527836,-3.4694375037067675,-1.254204903967755,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1
ATL1,0.8274567568241947,0.9614911291149626,752,non-target,unlabeled,,0.0621357977212532,0.0621357977212532,0.554,4.27,0,0.0,29.54327673647904,-1.7323545134430267,2.781713660439722,8.73766980486361,9.10589176001527,0.1204065676309616,0.489047376464595,0.4471204188481675,0.3686408088336334,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1
RFX3,0.827443468327425,0.9614398523228388,753,non-target,unlabeled,,,,0.222,4.03,0,0.373061,11.064265819890773,-0.0414258086715421,1.9750108611373924,,-1.190859333637497,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PRMT8,0.8273469599975547,0.9613885755307148,754,non-target,unlabeled,,,,0.279,5.09,0,0.387452,,,,,,,,,,,,,,,,,,,0
JAZF1,0.827139470011297,0.9613372987385908,755,non-target,unlabeled,,,,0.546,2.92,0,0.869109,16.33116652549657,-0.0433646421213634,-2.742692412589226,0.3861042756336008,2.4758752468167633,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CHRNA7,0.8269836175441742,0.9612860219464672,756,in trial,trial_heldout,Phase 2,,,0.531,7.5,0,0.0,,-0.7688785405441989,-0.5211121444912878,,-1.3387649444488918,,,,,,,,,,,,,,0
TNFSF15,0.8269244704884712,0.9612347451543432,757,non-target,unlabeled,,,,0.874,0.392,0,0.858904,,0.5868722452977074,0.2757016564135823,-6.228685386077854,-6.302536567102459,,,,,,,,,,,,,,0
ARK2C,0.8268727888258136,0.9611834683622192,758,non-target,unlabeled,,,,0.5,2.49,0,0.0,,2.0226955401404094,0.5972228555810535,-3.522516773891303,-0.8879756593902531,,,,,,,,,,,,,,0
USP12,0.8268301226765976,0.9611321915700952,759,non-target,unlabeled,,,,0.613,4.15,0,0.257652,7.1161669025592955,1.1849026245775751,-1.1978234360400857,4.801341913715103,4.402172117305081,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CD79A,0.8266700672120163,0.9610809147779716,760,non-target,unlabeled,,,,0.888,1.55,1,0.0,8.70764499514731,1.034939887268934,-0.8759553542637473,-0.4520144515154977,0.356329784095717,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PHC1,0.8266139506089567,0.9610296379858476,761,non-target,unlabeled,,,,0.186,6.51,0,0.362228,13.410905482542084,-0.7631697249305816,-2.955138644730281,1.1372883483132958,1.727412221721402,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CNKSR2,0.8264784454082956,0.9609783611937236,762,non-target,unlabeled,,,,0.259,4.4,0,0.0,-1.1110717458320127,-1.3438513846334093,2.8008405868691293,,-4.131208075492245,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PCDH1,0.8264753286003461,0.9609270844015998,763,non-target,unlabeled,,,,0.437,4.5,0,0.030399,,0.961761838794961,-0.1542086417183558,0.3571159589010824,0.3174915187582494,,,,,,,,,,,,,,0
SYK,0.826454002559185,0.960875807609476,764,approved,P,Approved,0.325395612832366,0.325395612832366,0.313,4.27,1,0.032162,-7.518283931948527,,,,,0.8884545217617931,0.8076923076923077,0.9659685863874344,0.1582762786951267,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1
MDM2,0.8263761602342129,0.960824530817352,765,in trial,trial_heldout,Phase 3,,,0.283,3.36,0,0.0,107.672850617351,2.846126549328626,-1.4250083088212695,,-4.821714576111333,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MARK1,0.8263493336308065,0.9607732540252282,766,non-target,unlabeled,,,,0.541,3.61,0,0.42102,,0.4264478562980221,-0.6315754193322523,4.491136799801098,5.731616256213985,,,,,,,,,,,,,,0
PRMT5,0.826271902024746,0.9607219772331044,767,in trial,trial_heldout,Phase 2,,,0.275,4.83,0,0.0,2.2353220508298413,0.2468730953097857,1.085532705548801,-1.5520023260159812,-0.6978023706494082,,,0.4225130890052356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
GRB10,0.8262430504717008,0.9606707004409804,768,non-target,unlabeled,,,,0.359,3.12,0,0.584192,32.86246947229147,1.01565499281539,0.9054211375366148,-1.2387501510295744,1.497252263547739,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
EIF3E,0.8260773168736367,0.9606194236488566,769,non-target,unlabeled,,,,0.589,4.01,0,0.0,,-0.4510624932305806,-0.0052799921424018,-0.5475691812753721,-6.6503571040927065,,,,,,,,,,,,,,0
AGPAT4,0.8260281087473186,0.9605681468567326,770,non-target,unlabeled,,,,0.481,3.27,0,0.676303,12.962548872854503,0.5698586025543139,-0.3750863694324093,-2.116528735511511,-1.8972507735545665,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NAV1,0.825770794291689,0.9605168700646088,771,non-target,unlabeled,,,,0.152,6.1,0,0.0,-4.812461120768908,0.6672069153450257,-1.0242724842223283,1.457520357793383,2.810350350547831,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NSD3,0.8257564066015944,0.9604655932724848,772,non-target,unlabeled,,,,0.21,5.93,0,0.0,-23.243729071709804,-0.7555969881568171,-1.5517129221305588,-3.8134384202632328,-3.3547607275198015,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CFI,0.8257079983548242,0.960414316480361,773,non-target,unlabeled,,,,1.03,-0.025,1,0.0,,-1.082520590992898,4.003053471061444,-6.739050835392253,-4.653195238325227,,,,,,,,,,,,,,0
SLC29A3,0.8255923118083005,0.9603630396882372,774,non-target,unlabeled,,,,1.05,0.398,1,0.510728,5.808626311945271,-0.7555494730853519,-0.1666155329802731,1.0145199870206385,4.416811028485361,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
USP24,0.8255433681607246,0.9603117628961132,775,non-target,unlabeled,,0.5405340456084811,0.5405340456084811,0.318,6.16,0,0.432091,-22.01407688306017,2.519525816493629,-3.6633071362064777,1.4346299136466296,-10.47925018331218,0.0216314829293719,0.172949566989302,0.150261780104712,0.1513180840599301,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
SYNGAP1,0.8255279363714499,0.9602604861039892,776,non-target,unlabeled,,,,0.124,8.76,0,0.233348,18.50909560983713,-0.3729243619550395,-1.714311200239661,1.0280006261378751,-3.4890723116828437,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NCAM1,0.8252893862128258,0.9602092093118656,777,in trial,trial_heldout,Phase 1,-0.2285910265244549,-0.2285910265244549,0.199,4.3,0,0.0,,2.101951626140884,-1.781918472741668,-3.087352446392347,0.5569289352861332,0.6872556684910086,0.4302088639836984,0.2709424083769634,0.4163132601140452,,,,1.0,0.0,0.0,1.0,0.0,0.0,1
PHYHIP,0.8251126101522734,0.9601579325197416,778,non-target,unlabeled,,,,0.503,4.45,0,0.0,,-0.5541922811451825,-0.6467146959091518,-1.8307144473952024,-0.8146046591961484,,,,,,,,,,,,,,0
RNF19B,0.8250679879477529,0.9601066557276176,779,non-target,unlabeled,,0.6263801418797991,0.6263801418797991,0.498,2.53,0,0.0,157.07220989130977,0.3893165808536107,4.105488592792015,-4.019717797361125,6.440241598512525,0.6254886630179828,0.7475802343352013,0.9157068062827224,0.2902181432647396,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
POLD3,0.8250282347202301,0.9600553789354938,780,approved,P,Approved,,,0.479,0.758,1,0.0,-15.036351052971616,0.4903106662676269,-2.3003331093532116,-1.3104014182216812,-1.2860877707621283,,,,,0.0,0.0,0.0,,,,,,,0
CLCN7,0.8249130370048097,0.96000410214337,781,non-target,unlabeled,,,,0.729,2.08,1,0.0,,-0.1141789179377261,0.331324134077578,1.373035198040918,1.2654555057396808,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
TUBA1C,0.8249021184444427,0.959952825351246,782,approved,P,Approved,,,0.695,4.55,0,0.0,68.15601658966112,-0.6821074430973977,1.1384382806785738,-0.9983002342861584,-0.695132353598196,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FNIP1,0.8246587190872584,0.959901548559122,783,non-target,unlabeled,,,,0.418,2.59,1,0.399625,1.81749834372172,0.0549478102465211,-0.6237846228832344,-0.668380203359266,0.3116278534712236,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CFTR,0.8244608085470151,0.9598502717669982,784,non-target,unlabeled,Unknown,,,1.19,-2.39,1,0.490739,,-1.746175448092812,1.3793030386066285,2.2264245792369897,-2.3108939665736257,,,,,,,,,,,,,,0
TNFRSF4,0.8244372403621674,0.9597989949748744,785,in trial,trial_heldout,Phase 3,,,1.03,-0.438,1,0.0,41.121891801333035,0.8156528196625196,-1.1386198809051915,-4.750124010812413,8.107704608312345,0.8058378941881679,0.5998471726948548,0.9013089005235602,0.3014617278287054,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CPSF3,0.8244246262676862,0.9597477181827504,786,non-target,unlabeled,,,,0.845,4.66,0,0.0,-19.199696678835405,-0.4543054540418217,1.178598905811555,-2.31429828624276,-3.6142944223571103,,,,,0.0,0.0,1.0,,,,,,,0
PLXNA4,0.8243445100808384,0.9596964413906266,787,non-target,unlabeled,,,,0.295,5.89,0,0.714171,22.125250035116327,-0.8184244206839063,-0.3186570001686423,3.40527860367884,-0.6864365670759088,0.8418034923117018,0.5876209882832399,0.9235602094240838,0.3359392211408438,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
UNC13D,0.8242089535508837,0.9596451645985028,788,non-target,unlabeled,,,,0.885,0.784,1,0.067915,0.7974539544062699,-0.7246403330954854,-0.104403164524595,-4.406376248716664,-3.539028611004795,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PRKCA,0.8241737115383149,0.9595938878063788,789,approved,P,Approved,,,0.428,4.88,0,0.0,20.39136397862568,-0.2179821881421996,3.7617102314446536,-2.4017889077594297,0.7426468800682748,0.2530622882460255,0.2394294447274579,0.0725130890052356,0.1805491992407898,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
INPP5D,0.8240482772886754,0.959542611014255,790,in trial,trial_heldout,Phase 2,0.6820539085450855,0.6820539085450855,0.359,4.08,0,0.811947,6.254468360157948,0.5570595441429224,-0.1290656944843692,1.8920129866080624,-0.2575290616705681,0.5043002345582487,0.8728986245542537,0.7730366492146596,0.368598389996005,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1
TANC2,0.8237747534959003,0.9594913342221312,791,non-target,unlabeled,,,,0.171,4.01,0,0.0,,0.0432422492440767,4.083218865638214,10.732804024757067,3.763931060258704,,,,,,,,,,,,,,0
NAMPT,0.8237267145514489,0.9594400574300072,792,in trial,trial_heldout,Phase 2,,,0.224,5.31,0,0.0,48.63692310773959,0.778086282155013,-0.8043468555145268,-1.8011540503778003,-1.2720285198310148,0.5942142298670836,0.380285277636271,0.0662303664921466,0.527983863374937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NOMO1,0.8234189718961715,0.9593887806378832,793,non-target,unlabeled,,,,0.389,10.8,0,0.0,-23.211396589627373,-0.913670854398501,3.516698681457971,-3.681101782839829,-5.730002027639281,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SLC6A11,0.822759066694346,0.9593375038457594,794,non-target,unlabeled,,,,0.467,3.88,0,0.574924,,,,,,,,,,,,,,,,,,,0
APOBR,0.8226762941250434,0.9592862270536356,795,non-target,unlabeled,,,,0.803,-0.472,0,0.829985,69.498017411249,-0.4924447288058926,-1.3002066116060718,-4.702628251043394,-1.0487407047601889,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MYBL1,0.8226449236725316,0.9592349502615116,796,non-target,unlabeled,,,,0.265,2.61,0,0.0,12.510236878075364,-1.7932686271802614,0.1139848929013065,-6.809169926006108,-7.028104016191971,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TOP2B,0.8226218238472939,0.9591836734693876,797,in trial,trial_heldout,Phase 3,0.8089683665837558,0.8089683665837558,0.333,5.19,1,0.0,-20.026325837427414,0.6877504918365223,-0.4288360112795029,,-4.891351364450128,0.5884805837894188,0.956953642384106,0.7971204188481675,0.3684730585946871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACHE,0.8225567144155502,0.959132396677264,798,approved,P,Approved,,,0.518,3.58,0,0.0,,0.5845190890118112,1.5025340214371454,,2.5768853985134137,,,,,,,,,,,,,,0
SMCHD1,0.8225490461612485,0.95908111988514,799,non-target,unlabeled,,,,0.37,4.94,0,0.086659,-13.693049641106764,-0.2411698113042057,-3.8977523653797506,-2.792972734341239,-1.8197023897559337,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DPYSL2,0.8225377335993931,0.959029843093016,800,non-target,unlabeled,,,,0.296,4.67,0,0.198537,93.292450685905,0.2478579672684154,4.891279919530508,-1.596243592993236,2.4546232322027906,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CACNA1C,0.8224644374847412,0.9589785663008922,801,in trial,trial_heldout,Phase 3,,,0.178,9.49,0,0.61618,,-0.3036130853922131,0.2473179708675433,0.3158119383913367,2.67583120533102,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
FAR2,0.8224517284295498,0.9589272895087684,802,non-target,unlabeled,,,,0.498,2.26,0,0.52095,1.9140141646246829,-2.752949531189982,-0.6477656000373837,-11.677247176375056,-10.05931192580944,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
