gene,pu_score,rank_pctile,rank,drug_status,pu_role,furthest_stage,crossdonor_confidence,crossdonor_correlation_mean,lof.oe_ci.upper,mis.z_score,IEI,gwas_score,expected_n_regulators_residuals,zscore_Th1,zscore_Th2,zscore_Th17,zscore_Treg,polar_coef_rank_Rest,polar_coef_rank_Stim8hr,polar_coef_rank_Stim48hr,polar_rank_range,reg_burden_sig_Rest,reg_burden_sig_Stim8hr,reg_burden_sig_Stim48hr,n_sig_regulated_cytokines_Rest,n_sig_regulated_cytokines_Stim8hr,n_sig_regulated_cytokines_Stim48hr,n_sig_regulated_cytokine_receptors_Rest,n_sig_regulated_cytokine_receptors_Stim8hr,n_sig_regulated_cytokine_receptors_Stim48hr,has_cytokine
ATG4C,0.1341452903437371,0.0396882371038867,18729,non-target,unlabeled,,,,1.21,-1.21,0,0.446459,-29.83878879427257,0.3054413084997148,-4.470169395484893,,-4.402628337988907,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
COQ10B,0.1341308111459324,0.0396369603117629,18730,non-target,unlabeled,,0.4637755708472406,0.4637755708472406,0.705,0.27,0,0.0,-18.97029529519358,,,,,0.7044566067240031,0.3744268976057056,0.3143979057591623,0.3900587009648408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DTNBP1,0.1340847006547696,0.039585683519639,18731,non-target,unlabeled,,,,1.09,-0.678,0,0.072088,-5.225120983144297,,,5.848983714493873,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CDIP1,0.1339632322137453,0.0395344067275151,18732,non-target,unlabeled,,,,0.886,0.38,0,0.038255,-17.618384206061233,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
THAP2,0.1339238313007719,0.0394831299353912,18733,non-target,unlabeled,,0.1642477509985097,0.1642477509985097,1.29,0.375,0,0.0,-16.81680044760061,0.5498157973425147,-0.4105844553553897,,0.7125934844534163,0.0020849622100599,0.0005094243504839,0.0280104712041884,0.0275010468537045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LZIC,0.1339073434358623,0.0394318531432673,18734,non-target,unlabeled,,,,1.51,1.21,0,0.0,-40.329619883797264,,,,,0.6674485274954391,0.303616912888436,,0.3638316146070031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RPL28,0.1339008492231369,0.0393805763511434,18735,in trial,trial_heldout,Phase 2,,,0.729,-0.494,0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
PHLPP2,0.1338299007207004,0.0393292995590195,18736,non-target,unlabeled,,0.4792311145978529,0.4792311145978529,0.648,-0.902,0,0.111823,-4.397785407852122,-0.0196940887952954,0.9702549006011388,2.5500034149601705,2.3223842593951427,0.8832421162366432,0.7114111054508405,0.9643979057591624,0.2529868003083219,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RHBDD3,0.1338225398588963,0.0392780227668957,18737,non-target,unlabeled,,0.5380907329518345,0.5380907329518345,1.4,0.204,0,0.0,-20.07214949682184,,,,,0.0547302580140734,0.3181355068772287,0.2337696335078534,0.2634052488631553,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1
C11orf65,0.1337568821499542,0.0392267459747718,18738,non-target,unlabeled,,,,1.41,-0.0646,0,0.206127,-14.23034249605127,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ZNF561,0.1337491089907976,0.0391754691826479,18739,non-target,unlabeled,,,,1.45,-0.0362,0,0.0,-7.452756604359197,,,,,0.3419338024498305,0.2987773815588385,0.5869109947643979,0.2881336132055594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CHRNA10,0.1337249853620023,0.039124192390524,18740,non-target,unlabeled,,,,1.16,-0.12,0,0.0,-14.429041278028585,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ENDOV,0.1336817557763571,0.0390729155984001,18741,non-target,unlabeled,,,,1.23,-1.44,0,0.0,2.531311228713283,0.1347080405002445,-1.421552601422355,-0.3478286359072368,4.148629956124886,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ASB13,0.1336438491826458,0.0390216388062762,18742,non-target,unlabeled,,,,1.53,-0.517,0,0.389391,-5.674942963234732,-0.0110585872990907,0.5363093875081887,2.8259605125032623,0.089613394779515,0.7143601772217879,0.2898624554253693,0.9280104712041884,0.6381480157788191,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
AP5Z1,0.1336359816229888,0.0389703620141523,18743,non-target,unlabeled,,,,1.5,-6.07,0,0.068351,-9.713359795825603,-0.112961788897554,0.7350963670329527,0.0050268130051083,0.9977728921225654,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
OR2M2,0.1336282113886842,0.0389190852220285,18744,non-target,unlabeled,,,,,-0.763,0,0.164321,,,,,,,,,,,,,,,,,,,0
CCDC78,0.1335729870407544,0.0388678084299046,18745,non-target,unlabeled,,,,1.52,-2.09,0,0.0,-11.266589456070982,,,4.924003602556692,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ZNF23,0.1335370699999873,0.0388165316377807,18746,non-target,unlabeled,,,,1.09,0.0965,0,0.0,-21.042318486600944,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NELFE,0.133519601211259,0.0387652548456568,18747,non-target,unlabeled,,,,0.65,1.97,0,0.0,-35.01155385113315,,,,,0.397706541568934,0.3818135506877229,0.7884816753926701,0.4066681247049472,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
TMED1,0.1333965079357781,0.0387139780535329,18748,non-target,unlabeled,,,,1.37,-0.15,0,0.0,-5.197515923104956,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ZNF835,0.1333781223989985,0.038662701261409,18749,non-target,unlabeled,,,,,-0.382,0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
USP16,0.1333447669319172,0.0386114244692852,18750,non-target,unlabeled,,0.1251863603263943,0.1251863603263943,0.971,0.233,0,0.0,-39.074919945295896,,,,,0.1939014855355746,0.0354049923586347,0.0329842931937172,0.1609171923418574,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ETV2,0.1333296693557379,0.0385601476771613,18751,non-target,unlabeled,,0.2460183778484214,0.2460183778484214,1.27,-0.817,0,0.0,-10.108106882881389,0.1493355154995887,-0.5640295017026108,,-2.01286498759827,0.5061245764920511,0.4442180336220071,0.287434554973822,0.2186900215182291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ZNF714,0.1333239580495188,0.0385088708850374,18752,non-target,unlabeled,,,,0.931,0.189,0,0.0,-17.205392823505964,,,-0.5467371943823542,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NDUFA11,0.1332511230371892,0.0384575940929135,18753,in trial,trial_heldout,Phase 3,,,1.94,-0.112,0,0.0,-42.97622211873244,,,,,0.5196768308574408,0.1357615894039735,0.1083769633507853,0.4112998675066555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FIS1,0.1332416986753492,0.0384063173007896,18754,non-target,unlabeled,,,,1.12,-0.22,0,0.0,-13.740092395496845,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SOX7,0.133177882145504,0.0383550405086657,18755,non-target,unlabeled,,,,1.12,-3.08,0,0.118029,-10.670482800719585,,,-2.251194729628254,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FAM133B,0.1331172216740356,0.0383037637165418,18756,non-target,unlabeled,,,,0.753,1.86,0,0.055505,-28.274970740205035,,,,,0.2084962210059942,0.608507386653082,0.9722513089005236,0.7637550878945294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NDUFB5,0.133076243288815,0.038252486924418,18757,in trial,trial_heldout,Phase 3,,,1.43,0.0975,0,0.0,-20.667665877991748,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
GIPR,0.1330091904662549,0.0382012101322941,18758,in trial,trial_heldout,Phase 3,,,1.44,-0.9,0,0.0,-3.367171365356534,0.4045227964225507,-1.2688681616342388,,2.8959733671467656,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ENOX2,0.1329681543313493,0.0381499333401702,18759,non-target,unlabeled,,,,1.06,0.783,0,0.0,-28.740975348896935,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DTWD1,0.1329140011315721,0.0380986565480463,18760,non-target,unlabeled,,0.5491305722811517,0.5491305722811517,1.23,0.155,0,0.035763,-24.068136533604516,0.2671426849694353,-2.6067194428679343,1.416735594567798,0.4863169136371589,0.6088089653375033,0.522159959246052,0.6549738219895288,0.1328138627434768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ATP5MC2,0.1328990976015726,0.0380473797559224,18761,non-target,unlabeled,,,,1.35,1.39,0,0.0,-38.9562127602492,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FBXO2,0.1328807167366755,0.0379961029637985,18762,non-target,unlabeled,,0.7439569720202673,0.7439569720202673,1.11,-0.661,0,0.0,8.242679154728703,-0.3664286047985151,0.1231831832339872,-0.9140965709565144,-1.194547095672838,0.2113630440448267,0.1240448293428425,0.5405759162303665,0.416531086887524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ARID3C,0.1328725069001013,0.0379448261716747,18763,non-target,unlabeled,,,,1.43,-0.587,0,0.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1
ZGPAT,0.1328658570114731,0.0378935493795508,18764,non-target,unlabeled,,,,1.06,-0.582,0,0.257473,-45.02940258893881,0.0190856218139549,-0.7826973662107276,,-1.337446533249228,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
FBXO25,0.1328595247365496,0.0378422725874269,18765,non-target,unlabeled,,,,1.11,-1.62,0,0.0,-12.419968804714882,,,5.72701851585038,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CGRRF1,0.1328537089721805,0.037790995795303,18766,non-target,unlabeled,,,,1.16,-0.183,0,0.049061,-19.316268769050833,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NUDT13,0.1327994355582041,0.0377397190031791,18767,non-target,unlabeled,,,,1.25,0.547,0,0.0,-13.10274934418876,,,,,0.6538962731300495,0.6153846153846154,0.0599476439790575,0.593948629150992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TATDN3,0.1327694385097577,0.0376884422110552,18768,non-target,unlabeled,,,,0.985,0.307,0,0.0,-24.34144939702737,0.1473776674350606,-2.813944291039402,,-4.067179844730359,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
JMJD7-PLA2G4B,0.1327488068210419,0.0376371654189313,18769,non-target,unlabeled,,,,1.38,-2.46,0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
ABHD12,0.1327318446185344,0.0375858886268075,18770,non-target,unlabeled,,0.2677715910186439,0.2677715910186439,0.951,-0.0338,0,0.0,-9.021709465998756,,,,,0.289288506645817,0.4118695873662761,0.5798429319371727,0.2905544252913557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MRPL28,0.1327148393023437,0.0375346118346836,18771,non-target,unlabeled,,,,1.33,-2.47,0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
DCPS,0.132643820795541,0.0374833350425597,18772,non-target,unlabeled,,0.2295234748124449,0.2295234748124449,1.07,-0.552,0,0.047507,-10.663445947854544,,,,,0.6914255929111285,0.8357106469689252,,0.1442850540577966,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1
DBX2,0.1326167299887355,0.0374320582504358,18773,non-target,unlabeled,,,,1.37,-2.13,0,0.040614,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
CHMP4A,0.1326119692958131,0.0373807814583119,18774,non-target,unlabeled,,-0.1351013631620981,-0.1351013631620981,1.4,0.592,0,0.0,-15.081982996401672,,,,,0.2332551472504561,0.1202241467142129,0.4230366492146596,0.3028125025004467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TMEM143,0.1325831950014951,0.037329504666188,18775,non-target,unlabeled,,,,1.43,-0.114,0,0.0,-11.969974103890353,,,-1.098752412737995,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
COX14,0.1325416861412426,0.0372782278740642,18776,non-target,unlabeled,,-0.0711038042952271,-0.0711038042952271,1.33,0.00656,0,0.0,-13.988493299730672,,,,,0.5155069064373208,0.6821192052980133,0.3303664921465968,0.3517527131514165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
C2orf68,0.1325016829946319,0.0372269510819403,18777,non-target,unlabeled,,,,1.21,-0.436,0,0.0,5.536015397069903,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FLYWCH1,0.1323846921856914,0.0371756742898164,18778,non-target,unlabeled,,,,1.37,-4.48,0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
RPUSD2,0.1323690179754332,0.0371243974976925,18779,non-target,unlabeled,,,,1.01,-0.384,0,0.0,-22.951356533753565,-0.7222469782949361,0.8390500023762808,-0.4043062273322586,-0.90738458199705,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACOX3,0.1322110555297935,0.0370731207055686,18780,non-target,unlabeled,,,,1.09,-0.265,0,0.154461,-11.826971196915103,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ITPA,0.1321836327575147,0.0370218439134447,18781,non-target,unlabeled,,0.4492356551541816,0.4492356551541816,1.34,0.283,0,0.0,-20.625279488554735,,,,,0.9012249152984102,0.6782985226693836,0.7290575916230366,0.2229263926290265,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
KIR3DL2,0.1321525333076715,0.0369705671213208,18782,in trial,trial_heldout,Phase 2,,,1.31,-2.68,0,0.064689,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
TAS2R14,0.1321516552507275,0.036919290329197,18783,non-target,unlabeled,,,,,-0.243,0,0.0,-10.930524086841745,-0.6450827563149872,0.054425265207262,-0.2372562927459491,0.9018615879598864,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CEP44,0.1321177297838069,0.0368680135370731,18784,non-target,unlabeled,,0.7141995264179518,0.7141995264179518,1.24,-0.304,0,0.369794,-20.073226595566283,,,,,0.0810529059160802,0.6609780947529292,0.2575916230366492,0.5799251888368491,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
DOK3,0.13202609220132,0.0368167367449492,18785,non-target,unlabeled,,,,1.24,-0.145,0,0.0,-9.378080544252075,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ZNF526,0.1319849269099571,0.0367654599528253,18786,non-target,unlabeled,,,,0.75,1.16,0,0.0,-34.768377512397784,,,,,0.3474068282512379,0.1915435557819663,0.4293193717277487,0.2377758159457824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
APOA4,0.131958123070724,0.0367141831607014,18787,non-target,unlabeled,,,,1.04,-0.728,0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
APBA3,0.1319253166795385,0.0366629063685775,18788,non-target,unlabeled,,,,1.03,-0.665,0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
NDUFA2,0.1318879814445972,0.0366116295764537,18789,in trial,trial_heldout,Phase 3,,,1.38,-0.701,0,0.0,-19.94612169685376,,,,,,,,,0.0,0.0,0.0,,,,,,,0
ATG14,0.1318787998794891,0.0365603527843298,18790,non-target,unlabeled,,0.1896012898742923,0.1896012898742923,0.768,-0.353,0,0.0,-12.181282778741837,-0.5586518031198964,-0.2098993910932706,-0.073244321364113,1.1659240524288446,0.7740422204847537,0.3889454915944982,0.4772251308900523,0.3850967288902555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PRR14,0.131875764635893,0.0365090759922059,18791,non-target,unlabeled,,,,0.771,1.1,0,0.10766,-30.03468149012272,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
WHR1,0.1318726269480509,0.036457799200082,18792,non-target,unlabeled,,0.5340181562797289,0.5340181562797289,1.07,0.51,0,0.0,-23.766721945137437,,,,,0.4266353922335157,0.0899133978604177,0.1180628272251309,0.336721994373098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ANGPTL6,0.1317507919974816,0.0364065224079581,18793,non-target,unlabeled,,,,1.22,-0.471,0,0.152172,5.275745824586228,0.3394065370669952,-0.8776363521799531,-1.669636852768051,1.6706532383021186,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
POLM,0.131710002819697,0.0363552456158342,18794,non-target,unlabeled,,,,1.15,0.0604,0,0.0,-23.274659620118708,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
OTOG,0.1316669099978384,0.0363039688237103,18795,non-target,unlabeled,,,,1.04,-0.742,0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
ZNF324,0.1316497891533131,0.0362526920315865,18796,non-target,unlabeled,,,,0.749,0.325,0,0.0,-19.169550034227697,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MTMR14,0.1316126408919538,0.0362014152394626,18797,non-target,unlabeled,,,,0.708,0.806,0,0.0,-32.805190288677515,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
HOXB3,0.1315632633903483,0.0361501384473387,18798,non-target,unlabeled,,,,0.874,-0.355,0,0.0,-10.605783384703436,0.2388118054657141,-2.94750156133111,-0.8689386635789796,-0.7600530002439952,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MUS81,0.1315506362945449,0.0360988616552148,18799,non-target,unlabeled,,0.5538362483087667,0.5538362483087667,1.14,0.245,0,0.085789,-22.44692298824313,,,,,0.3270784467031535,0.1439123790117167,0.4054973821989528,0.2615850031872361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CAMLG,0.1314264123461076,0.0360475848630909,18800,non-target,unlabeled,,,,1.13,0.109,0,0.0,-24.56999375827316,-0.3654503155298562,-0.5558659405002043,,-3.131256386603794,0.6820432629658587,0.1153846153846153,0.35,0.5666586475812434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PRRT2,0.1314207960970891,0.035996308070967,18801,non-target,unlabeled,,-0.2503395534545096,-0.2503395534545096,0.636,-0.511,0,0.0,,,,,,0.1222309095647641,0.0611309220580743,0.2445026178010471,0.1833716957429728,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
CYB5D2,0.131252324693681,0.0359450312788431,18802,non-target,unlabeled,,,,1.43,-0.357,0,0.0,-2.6208179191352894,,,,,0.1008600469116497,0.7491085073866531,0.3908376963350785,0.6482484604750034,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
DDX28,0.1312047721197208,0.0358937544867193,18803,non-target,unlabeled,,,,1.3,-1.53,0,0.0,-9.86105878431138,0.101677147409018,-0.3708877698156759,-2.319459291880416,-0.6035541546346727,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ATP5PF,0.1311325078125599,0.0358424776945954,18804,non-target,unlabeled,,0.329800794318058,0.329800794318058,1.1,0.289,0,0.191476,-31.47422880008811,-1.0503083902062424,-0.3881789311602887,-1.8031077105111943,-5.923501333904833,0.2071931196247068,0.3293428425878757,0.5769633507853403,0.3697702311606335,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
COA8,0.1310978377531022,0.0357912009024715,18805,non-target,unlabeled,,,,1.32,-1.01,0,0.0,-36.831510026557154,0.3578503631980436,-1.2089802340044458,,-1.803754085092095,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SMIM12,0.1310011781752109,0.0357399241103476,18806,non-target,unlabeled,,,,1.68,0.713,0,0.0,-35.798930061907605,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CAPN7,0.1308836971745273,0.0356886473182237,18807,non-target,unlabeled,,,,0.76,0.91,0,0.0,-29.33092757398276,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LAMTOR4,0.1308503444897493,0.0356373705260998,18808,non-target,unlabeled,,0.5194689949485148,0.5194689949485148,1.35,-0.0685,0,0.031783,-21.09321114437462,,,,,0.2035444357571019,0.7985226693835965,0.0832460732984293,0.7152765960851672,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1
INTS11,0.1308264496683148,0.035586093733976,18809,non-target,unlabeled,,,,1.18,-0.729,0,0.176592,-50.51388309810835,,,,,,,,,0.0,0.0,0.0,,,,,,,0
ARFGAP2,0.1307525519301129,0.0355348169418521,18810,non-target,unlabeled,,,,0.802,0.671,0,0.0,-26.764870080135612,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RPP14,0.1307386400723698,0.0354835401497282,18811,non-target,unlabeled,,,,1.57,0.569,0,0.093352,-23.70715008250777,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
GYPE,0.130682455971837,0.0354322633576043,18812,non-target,unlabeled,,,,1.25,0.125,0,0.170606,-9.298037232230802,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CFAP36,0.1306796959768503,0.0353809865654804,18813,non-target,unlabeled,,,,0.964,-0.232,0,0.150418,-6.4724831837967685,,,2.771179949356704,,0.0208496221005994,0.1311767702496179,0.1452879581151832,0.1244383360145837,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
SETD6,0.1306379462155152,0.0353297097733565,18814,non-target,unlabeled,,,,1.56,-1.81,0,0.0,-7.558989921695137,-0.6086638113192445,-0.9771953376938378,-0.7797284304417149,-0.4005843327906407,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RPAIN,0.1306024642500478,0.0352784329812326,18815,non-target,unlabeled,,,,1.3,0.464,0,0.0,-38.28388094366819,0.4331238245916989,0.5630761312026531,,-1.013808358751049,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
POLG2,0.1305872214209173,0.0352271561891088,18816,non-target,unlabeled,,0.5476067618974515,0.5476067618974515,1.12,-0.0116,0,0.0,-34.08768840394741,,,,,0.4745895230648944,0.445491594498217,0.4023560209424083,0.072233502122486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1
BORCS8,0.1304915369130098,0.0351758793969849,18817,non-target,unlabeled,,,,1.11,0.0235,0,0.0,-19.73877680599053,0.05962409574109,-0.6823712872488109,,-2.6355244013846666,0.0747980192859004,0.3135506877228731,0.4395287958115183,0.3647307765256179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
BORCS5,0.1304708487373225,0.035124602604861,18818,non-target,unlabeled,,,,1.15,0.166,0,0.0,-28.157631357488047,-0.3797139092323806,-1.045927282095595,,-0.4996026796393176,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
IQCC,0.1304216546001773,0.0350733258127371,18819,non-target,unlabeled,,,,1.21,0.185,0,0.050963,-19.21945718913606,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TMEM181,0.1303885444469258,0.0350220490206132,18820,non-target,unlabeled,,,,0.709,-0.211,0,0.0,-33.98912057772716,0.1926194126728251,-1.3340850680634255,-2.461226458669941,-3.694981254072291,0.3528798540526452,0.445746306673459,0.6458115183246074,0.2929316642719621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LPAR5,0.1303371250213403,0.0349707722284893,18821,non-target,unlabeled,,,,,-0.414,0,0.0,-14.94034279260466,-0.2955896184781505,-1.0965878881788047,,0.1523645022387393,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ZNF426,0.1302396042690593,0.0349194954363655,18822,non-target,unlabeled,,,,1.36,0.207,0,0.0,-10.550502333652544,,,,,0.45426114151681,0.2101375445746306,0.2568062827225131,0.2441235969421794,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NDUFB4,0.1302367846108973,0.0348682186442416,18823,in trial,trial_heldout,Phase 3,0.5781016011940401,0.5781016011940401,1.17,-0.133,0,0.0,-39.22740109248499,,,,,0.8060985144644254,0.7157412124299541,0.3994764397905759,0.4066220746738495,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
TRIM66,0.1300508702042127,0.0348169418521177,18824,non-target,unlabeled,,,,0.789,0.33,0,0.0,-15.94719211850652,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CDC37L1,0.1300149269402027,0.0347656650599938,18825,non-target,unlabeled,,,,0.935,-0.6,0,0.030454,-6.970925745070829,-0.1916592581184677,-1.78413883334571,0.3870014030946523,2.514322002234139,0.7800364868386761,0.9016811003565972,0.6730366492146597,0.2286444511419375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PANK2,0.1300065845928409,0.0347143882678699,18826,non-target,unlabeled,,,,1.1,0.302,0,0.0,-22.74644452478527,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
EVX1,0.1299303571632759,0.034663111475746,18827,non-target,unlabeled,,,,0.976,-1.36,0,0.22407,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
MISP,0.1298254856527759,0.0346118346836221,18828,non-target,unlabeled,,,,1.31,-2.08,0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
FBXL15,0.1297537501901388,0.0345605578914983,18829,non-target,unlabeled,,-0.0865731314981675,-0.0865731314981675,1.18,0.835,0,0.0,-27.10610268738786,,,,,0.6919468334636435,0.5932246561385635,0.7201570680628272,0.1269324119242637,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1
MED16,0.1297266616406452,0.0345092810993744,18830,non-target,unlabeled,,,,1.15,-4.1,0,0.038581,-24.43641695848245,-0.2364418431733798,-0.4307336543395429,2.2065997879484627,-3.798467031599029,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SPRN,0.1297180028866283,0.0344580043072505,18831,non-target,unlabeled,,,,,-1.94,0,0.0,,,,0.5384989638875877,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
